Website,Compliance Status,Granular Consent Status,Cookies Before,Cookies After
https://brookings.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,276,276
https://bu.edu,Non-Compliant - Cookies Set Before Consent,Granular Consent Evaluated,275,275
https://osu.edu,Non-Compliant - Cookies Set Before Consent,Granular Consent Evaluated,285,285
https://tamu.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,278,278
http://wustl.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,275,275
http://ncsu.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,299,299
http://utah.edu,Non-Compliant - Cookies Set Before Consent,Granular Consent Evaluated,294,294
https://pitt.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,294,294
https://ucsb.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,297,297
https://georgetown.edu,Compliant,Granular Consent Evaluated,0,295
https://indiana.edu,Compliant,No Granular Options Found,307,308
http://tufts.edu,Compliant,Granular Consent Evaluated,323,325
http://unl.edu,Compliant,No Granular Options Found,337,334
https://caltech.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,337,337
http://vt.edu,Compliant,No Granular Options Found,345,344
http://hawaii.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,337,337
http://cuny.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
https://brown.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,354,354
https://hbs.edu,Compliant,Granular Consent Evaluated,348,352
https://gatech.edu,Non-Compliant - Cookies Set Before Consent,Granular Consent Evaluated,362,362
https://rochester.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,364,364
http://umass.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
https://iu.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,388,388
https://uga.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,393,393
http://oregonstate.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
https://vanderbilt.edu,Compliant,No Granular Options Found,391,393
http://uiowa.edu,Non-Compliant - Cookies Set Before Consent,Granular Consent Evaluated,410,410
http://gwu.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://udel.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://colostate.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://iastate.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://wsu.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://usf.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://ucsf.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://anu.edu.au,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://unsw.edu.au,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://rice.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://nd.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://fsu.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://dartmouth.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://byu.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://uoregon.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://uky.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://unimelb.edu.au,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://uic.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://gmu.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://buffalo.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://emory.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://pku.edu.cn,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://uq.edu.au,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://ucsc.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://ucr.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://missouri.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://uh.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://uconn.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://nap.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://tsinghua.edu.cn,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://rpi.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://utk.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://gsu.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://miami.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://syr.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://nus.edu.sg,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://ku.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://unm.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://uw.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://northeastern.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://bc.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://case.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://rit.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://clemson.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://sydney.edu.au,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://ucf.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://getty.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://usu.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://sc.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://kent.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://lsu.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://temple.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://monash.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://unt.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://sdsu.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://fordham.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://unh.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://ua.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://fiu.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://drexel.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://american.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://uvm.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://ub.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://cuhk.edu.hk,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://adelaide.edu.au,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://uc.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://kit.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://ucar.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://vcu.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://cityu.edu.hk,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://ohio-state.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://okstate.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://ou.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://ntu.edu.tw,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://utm.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://tulane.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://baylor.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://auburn.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://wvu.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://uab.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://uwa.edu.au,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://pdx.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://exploratorium.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://smu.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://sjsu.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://csun.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://mtu.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://rmit.edu.au,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://umbc.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://msstate.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://uark.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://wayne.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://mq.edu.au,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://unr.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://alaska.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://fullerton.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://uwm.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://stonybrook.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://sfsu.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://uw.edu.pl,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://unlv.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://du.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://brandeis.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://ucpress.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://k-state.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://albany.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://wm.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://uri.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://iupui.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://nmsu.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://tyc.edu.tw,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://scu.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://depaul.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://ttu.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://niu.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://artic.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://qut.edu.au,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://sjtu.edu.cn,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://monash.edu.au,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://zju.edu.cn,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://unu.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://ntu.edu.sg,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://uts.edu.au,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://uaf.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://nau.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://educause.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://montana.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://universityofcalifornia.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://upf.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://utdallas.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://luc.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://usyd.edu.au,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://uidaho.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
https://open.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,0,0
http://newschool.edu,Compliant,Granular Consent Evaluated,82,112
https://swarthmore.edu,Compliant,Granular Consent Evaluated,100,101
http://umkc.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,160,160
https://umt.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,182,182
http://uow.edu.au,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,185,185
https://lehigh.edu,Compliant,Granular Consent Evaluated,192,193
https://deakin.edu.au,Compliant,No Granular Options Found,191,196
https://upc.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,197,197
https://ustc.edu.cn,Non-Compliant - No Consent Mechanism,No Granular Options Found,192,192
https://fau.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,197,197
https://toronto.edu,Non-Compliant - Cookies Set Before Consent,No Granular Options Found,198,198
https://binghamton.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,203,203
http://sinica.edu.tw,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://wfu.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,220,220
http://umaine.edu,Compliant,Granular Consent Evaluated,218,221
https://iit.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,233,233
http://uta.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,238,238
http://marquette.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,247,247
http://umb.edu,Non-Compliant - Cookies Set Before Consent,Granular Consent Evaluated,247,247
http://griffith.edu.au,Non-Compliant - No Consent Mechanism,No Granular Options Found,276,276
https://calpoly.edu,Compliant,Granular Consent Evaluated,251,250
http://uwyo.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
http://wmich.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
https://chop.edu,Non-Compliant - Cookies Set Before Consent,Granular Consent Evaluated,266,266
https://williams.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,262,262
http://jhsph.edu,Non-Compliant - Cookies Set Before Consent,Granular Consent Evaluated,270,270
https://washu.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,266,266
https://dukeupress.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,267,267
http://nova.edu,Compliant,Granular Consent Evaluated,280,281
https://ohio.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,275,275
http://vic.edu.au,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://curtin.edu.au,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
http://olemiss.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,294,294
http://louisville.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
https://ohsu.edu,Compliant,No Granular Options Found,314,315
http://slu.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
http://mtsu.edu,Non-Compliant - Cookies Set Before Consent,Granular Consent Evaluated,343,343
http://bgsu.edu,Compliant,No Granular Options Found,377,382
https://orst.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,365,365
https://middlebury.edu,Compliant,Granular Consent Evaluated,372,373
http://neu.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://wpi.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
https://csulb.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,374,374
http://fudan.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
http://odu.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
https://umaryland.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,391,391
https://usfca.edu,Non-Compliant - Cookies Set Before Consent,Granular Consent Evaluated,399,399
http://jmu.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
http://carleton.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
https://utsa.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,404,404
http://maine.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,405,405
http://unisa.edu.au,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,395,395
http://richmond.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
http://wwu.edu,Compliant,Granular Consent Evaluated,399,401
http://sandiego.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
https://austlii.edu.au,Non-Compliant - No Consent Mechanism,No Granular Options Found,396,396
http://uncg.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://smith.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://whoi.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://howard.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://latrobe.edu.au,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
http://stsci.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,425,425
http://ndsu.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://ksu.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,426,426
https://ucanr.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,430,430
http://siu.edu,Compliant,No Granular Options Found,438,437
https://bcm.edu,Compliant,Granular Consent Evaluated,434,426
http://nju.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://boisestate.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
http://utoledo.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://ntnu.edu.tw,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://nsw.edu.au,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://newcastle.edu.au,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
https://www.lib.utexas.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,433,433
https://bucknell.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,445,445
https://liberty.edu,Non-Compliant - Cookies Set Before Consent,Granular Consent Evaluated,467,467
https://usra.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,460,460
http://sunysb.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
http://mayo.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,482,482
http://brynmawr.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,477,477
https://villanova.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,488,488
http://polyu.edu.hk,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
http://njit.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
https://usm.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,491,491
http://uj.edu.pl,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://pepperdine.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://marist.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://udayton.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
https://jhuapl.edu,Compliant,No Granular Options Found,513,515
https://vassar.edu,Compliant,Granular Consent Evaluated,511,510
http://wesleyan.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
https://memphis.edu,Compliant,Granular Consent Evaluated,528,529
http://montclair.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
https://ecu.edu,Compliant,Granular Consent Evaluated,523,528
http://gvsu.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,545,545
http://chicagobooth.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
https://appstate.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,553,553
http://csuchico.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
http://chapman.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
http://utas.edu.au,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
https://unlp.edu.ar,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,552,552
http://pace.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
http://uml.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
https://calvin.edu,Non-Compliant - Cookies Set Before Consent,Granular Consent Evaluated,559,559
http://csus.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,562,562
https://utep.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,569,569
http://waldenu.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://und.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
http://mtholyoke.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
https://uoc.edu,Non-Compliant - Cookies Set Before Consent,Granular Consent Evaluated,581,581
https://maryville.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,581,581
https://flinders.edu.au,Non-Compliant - Cookies Set Before Consent,No Granular Options Found,586,586
https://insead.edu,Compliant,Granular Consent Evaluated,588,592
https://umassmed.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,612,612
https://wku.edu,Compliant,No Granular Options Found,605,607
http://uni.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
https://amherst.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,610,610
https://bard.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,612,612
http://whu.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://miamioh.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://illinoisstate.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,631,631
https://gia.edu,Non-Compliant - Cookies Set Before Consent,Granular Consent Evaluated,644,644
http://fi.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
http://wellesley.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
http://berklee.edu,Compliant,Granular Consent Evaluated,624,622
http://uillinois.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://mass.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://clarku.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://wa.edu.au,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
